Job ID,Current Time,Computing Time,Estimated Duration,Finished In Time
0,6.604234461604185,6.604234461604185,24.74863873425637,True
3,7.353691410488946,7.353691410488946,23.475715932382126,True
1,7.85645385902698,7.85645385902698,17.459017539944202,True
2,9.402415451712406,9.402415451712406,24.491234465934586,True
4,9.52976649030028,8.52976649030028,26.76678153175536,True
5,11.885404475561142,10.885404475561142,30.03663519574623,True
6,12.278699801917167,11.278699801917167,25.06404210717283,True
10,12.621187284076768,10.621187284076768,24.055997863575875,True
7,13.651995042070467,11.651995042070467,28.509809864157788,True
16,13.66692776992601,8.66692776992601,24.502880012358606,True
9,14.202357860492155,12.202357860492155,27.80289688663172,True
8,14.531558667173291,12.531558667173291,27.98595258481433,True
19,14.635580890997026,7.635580890997026,22.666732153584586,True
11,14.91007060812786,11.91007060812786,26.995261192965067,True
14,15.001807792115814,11.001807792115814,27.238403105613553,True
12,18.587511669510384,15.587511669510384,24.101070746553972,True
13,19.100253813373385,15.100253813373385,28.295929225441878,True
18,20.2119945789421,14.2119945789421,22.12828253484339,True
15,21.739262251859,17.739262251859,26.799886484477465,True
20,21.849006969540874,14.849006969540874,28.37807380492334,True
21,21.849006969540874,13.849006969540874,23.229902128766405,True
25,22.119507660434863,12.119507660434863,23.681370178783503,True
17,23.31730833985087,18.31730833985087,25.44693346686972,True
26,24.56040663059509,12.56040663059509,26.25987679390104,True
23,25.794398465517368,16.794398465517368,27.03397649497058,True
22,27.903240294050157,18.903240294050157,25.756736088349708,True
37,28.83825029901168,14.83825029901168,31.542497253341264,True
30,29.88309264153314,16.88309264153314,26.175919164505594,True
29,30.281517380470124,17.281517380470124,24.70014200623936,True
28,31.01463603038018,19.01463603038018,27.984930865949256,True
41,31.2041006027968,15.2041006027968,29.995818841678616,True
33,31.826607813321164,18.826607813321164,25.84037984554076,True
31,32.824937812141776,19.824937812141776,27.703644737965956,True
34,32.824937812141776,18.824937812141776,26.436886468008616,True
32,32.869883483418015,19.869883483418015,23.720231159922502,True
27,32.99181471597624,20.99181471597624,27.620250365995293,True
24,33.78671094941132,24.786710949411322,26.880765394942024,True
35,34.05141111875178,20.05141111875178,20.163978111511412,True
36,35.4059585327448,21.405958532744798,29.987915266883373,True
40,35.79890023171928,20.79890023171928,28.186915503140423,True
48,35.83479488253466,16.83479488253466,22.0739587601808,True
38,36.63766930237472,21.637669302374718,27.387199383798986,True
39,37.08901655027694,22.089016550276938,25.941204651154578,True
44,38.32618796318537,21.32618796318537,23.81903303181391,True
58,38.86340573294087,15.863405732940869,26.766721691566584,True
43,39.228369895055216,22.228369895055216,22.073411589766557,False
42,39.36736066034336,23.36736066034336,26.817067935428696,True
46,40.08985222201511,22.08985222201511,26.663894943671977,True
47,40.625448280371906,22.625448280371906,24.254450072705826,True
57,41.04748606916594,18.04748606916594,21.55031232730334,True
52,41.35640582064665,21.35640582064665,22.134409248853213,True
51,41.88039594917182,21.88039594917182,20.300076374907725,False
50,43.368229879629986,23.368229879629986,27.263602692844294,True
56,44.380701440104524,22.380701440104524,22.50750747252314,True
54,45.009072360238186,23.009072360238186,22.54463737474749,False
49,45.36746695732226,26.367466957322257,26.11559515401161,False
66,45.46751398666479,19.46751398666479,28.350765468771442,True
67,45.85687089646949,19.856870896469488,30.278992477974903,True
45,46.74076519660374,29.74076519660374,24.199736772084464,False
71,46.74076519660374,18.74076519660374,26.971459243722105,True
60,46.98588754573964,23.985887545739637,27.104675877245604,True
72,47.19676051317783,19.19676051317783,22.149006344172573,True
69,47.33174853521652,20.33174853521652,25.68061779723564,True
65,48.01061239064928,23.01061239064928,25.47691111734772,True
55,48.83073014601515,26.83073014601515,23.388931984692928,False
64,49.00289778675582,24.002897786755817,20.224061700776417,False
59,49.49233493371904,26.492334933719043,29.722001033100806,True
61,50.03305206893776,26.033052068937756,25.732067198999214,False
53,50.11089339462465,29.110893394624647,26.915389198916642,False
62,51.036056489584034,27.036056489584034,26.104525500991823,False
76,52.46395454227532,21.463954542275317,23.487976031894227,True
70,55.33248590948484,27.332485909484838,24.694325131852874,False
75,55.58117941333935,25.58117941333935,30.55292635833642,True
68,55.976298228917415,28.976298228917415,30.89554772245972,True
80,57.61627874452398,24.61627874452398,28.817885746957927,True
85,57.87234785232084,22.872347852320843,26.587813900577373,True
74,59.339753642551756,30.339753642551756,28.443584410333518,False
77,59.98667058654377,28.986670586543767,23.024210326288454,False
78,60.66046669037779,29.66046669037779,27.836522556759544,False
63,62.36782890367215,37.36782890367215,22.312753707804188,False
92,64.82921574503945,25.82921574503945,20.008988192723578,False
119,65.20398877773206,17.203988777732064,25.54366107180258,True
73,65.79221303264855,36.79221303264855,24.889008667522916,False
83,66.33787178802082,32.33787178802082,27.488820063795476,False
81,67.89472125012712,33.89472125012712,27.42054385662696,False
103,68.09907353713417,26.099073537134174,25.22090746162307,False
86,68.14730972862546,33.14730972862546,30.254981718553157,False
84,70.01170761108676,36.01170761108676,27.28625987138902,False
129,70.1024552646396,20.1024552646396,29.354985522190198,True
87,70.8497365718042,35.8497365718042,20.995781476022838,False
88,71.94753174280781,35.94753174280781,23.912953948851776,False
90,73.27112928736314,35.27112928736314,20.842990901659178,False
89,73.38643757706308,35.38643757706308,27.112452894161983,False
111,74.01087508967382,29.010875089673817,23.30711114119876,False
110,75.33999206126094,31.339992061260944,28.275900989290232,False
94,76.06195916744412,37.061959167444115,25.971244331500337,False
114,77.95894063219369,32.95894063219369,30.317315795532465,False
95,79.61343441591872,40.61343441591872,30.261869337957073,False
101,80.36147201482294,39.36147201482294,25.64062532391724,False
118,80.36693147983331,33.36693147983331,25.510123809830745,False
79,81.46403612965763,49.46403612965763,26.081989555480263,False
96,81.98593553335499,42.98593553335499,22.493723635616597,False
120,82.26342880168903,34.26342880168903,23.57867997196012,False
97,82.90004788658169,43.90004788658169,30.033100623815645,False
121,83.63907162548762,35.63907162548762,28.771287810319805,False
82,83.92571015110993,49.925710151109925,29.9160090447704,False
127,83.92571015110993,34.925710151109925,27.653703182842083,False
102,83.94872908874495,42.948729088744955,22.951469474669516,False
104,83.968759188007,41.968759188007,28.475323307696375,False
100,84.17291437344775,43.17291437344775,26.979298250623057,False
134,84.23808077993905,32.238080779939054,29.244445368092343,False
98,84.64828611523158,44.648286115231585,21.35812301418779,False
99,85.06985270525236,44.06985270525236,21.75891353886623,False
124,85.48763929159087,37.48763929159087,28.248734219478813,False
126,87.29430725794643,38.29430725794643,27.228566656725132,False
105,91.59897417579094,48.59897417579094,23.41034170169796,False
108,91.66186777930406,47.66186777930406,25.88037132147666,False
106,92.12829522459303,49.12829522459303,24.450170744424057,False
138,92.23173274871299,39.231732748712986,25.4011042516021,False
107,92.3673418255677,49.367341825567706,31.168127050469135,False
179,92.57718771371397,26.57718771371397,24.461704081647767,False
93,92.88043190289437,53.88043190289437,16.865386465396206,False
116,93.27578713661711,47.27578713661711,24.057569681603297,False
141,93.40365963452173,39.40365963452173,30.893634283121227,False
172,93.63772539432698,29.637725394326978,26.69453164423846,False
137,93.73736390370814,40.73736390370814,24.707510821735884,False
123,94.4906483292171,46.490648329217095,27.042288700668824,False
117,94.5793641172254,48.579364117225396,25.830380333227396,False
144,94.92763222076846,40.92763222076846,27.219824002951718,False
109,94.92763222076846,50.92763222076846,27.55385099584358,False
149,94.97005879469894,38.97005879469894,22.421162669041014,False
91,95.33829324208466,56.33829324208466,26.59786435759017,False
115,95.5078320953445,50.5078320953445,26.24023577545771,False
155,95.94695248025313,37.94695248025313,25.893938421606542,False
157,96.13460458028838,37.13460458028838,24.139941330540086,False
150,96.13460458028838,39.13460458028838,24.49053916995868,False
156,96.24037238064507,37.24037238064507,26.807383839796152,False
154,96.67060685417896,38.670606854178956,24.342058611693457,False
151,97.0699711135064,40.0699711135064,28.745606836745612,False
158,97.31507742250287,38.31507742250287,24.275917569683305,False
125,97.49173728645891,48.491737286458914,25.40565098746022,False
122,97.87260770271835,49.872607702718355,26.35757573900662,False
153,97.9567440998346,39.956744099834594,27.77026180941571,False
132,98.40688888533053,47.40688888533053,29.757108778608472,False
159,98.40688888533053,38.40688888533053,32.487984693721216,False
169,98.40688888533053,36.40688888533053,20.91819867539225,False
128,98.70081437635164,48.700814376351644,28.069911114062585,False
171,98.78345413367543,35.783454133675434,23.273804840020567,False
131,98.92006399877182,47.92006399877182,21.134323178454295,False
174,99.34496434953125,35.34496434953125,22.21995808174475,False
176,99.43993740215771,34.43993740215771,27.788278891380667,False
135,99.50639406642419,47.50639406642419,25.982302985105946,False
136,99.56019249068754,47.56019249068754,24.548893239247832,False
130,99.68470448902497,48.684704489024966,28.31711867826813,False
170,99.77773992942956,36.77773992942956,32.562754379928236,False
184,100.2410343209166,33.2410343209166,22.379078910524164,False
180,100.2410343209166,34.2410343209166,23.264461592320323,False
173,100.87989915589391,36.87989915589391,23.343423609243295,False
133,101.08036247220849,49.08036247220849,24.60610663744715,False
140,101.80728069269985,48.80728069269985,18.13998903893676,False
112,101.91761192847608,56.91761192847608,25.92534614133611,False
142,102.25312756563679,48.25312756563679,29.452673817949485,False
143,102.51469194204287,48.51469194204287,25.28426521937381,False
113,103.08764455343788,58.08764455343788,28.940569464867373,False
147,103.10320923290908,48.10320923290908,22.967643278488897,False
175,103.2094235303295,39.2094235303295,24.943941831219313,False
183,103.68632508683388,36.686325086833875,21.033854682912338,False
162,103.702832317062,43.702832317062004,27.881298308651374,False
146,103.95735196601373,48.95735196601373,26.339271088907957,False
196,104.11180078411131,34.11180078411131,30.464103116383463,False
185,104.11180078411131,37.11180078411131,22.57314212193819,False
181,104.11180078411131,38.11180078411131,26.448530736955018,False
161,104.26865055981543,44.26865055981543,30.121233453746907,False
148,104.3744194202708,49.3744194202708,29.347832162702915,False
164,104.3744194202708,43.3744194202708,20.18863620758635,False
163,104.3744194202708,44.3744194202708,21.95437791256331,False
187,104.58927354971347,37.58927354971347,27.56686989646041,False
166,104.58927354971347,43.58927354971347,19.855098746299,False
168,104.58927354971347,42.58927354971347,21.49695702322992,False
165,104.58927354971347,43.58927354971347,24.310740829725802,False
152,104.71310891082457,47.71310891082457,30.280742292232883,False
160,104.90439061241297,44.90439061241297,26.891468624095914,False
167,105.16699206121696,44.16699206121696,24.41229679425124,False
186,105.16699206121696,38.16699206121696,28.15579887847698,False
195,105.28075254884651,36.28075254884651,25.644585414871667,False
190,105.50514007208345,37.50514007208345,27.234688372206794,False
199,105.6846206219905,35.684620621990504,22.068250858950258,False
178,105.95904947237433,40.95904947237433,31.03586948243361,False
145,106.21896190767434,52.21896190767434,25.288734454108596,False
177,106.26230879508275,41.262308795082745,28.79753102092232,False
139,106.40378672728124,53.40378672728124,26.876525136976156,False
193,106.56195912673546,37.56195912673546,27.676831658222355,False
182,106.56195912673546,40.56195912673546,24.317636822708035,False
194,106.57806609291312,37.57806609291312,24.056233839148074,False
191,106.82681083200613,38.82681083200613,27.138767920019525,False
198,106.99778907818664,36.99778907818664,23.40610782768478,False
192,107.17812815394622,39.17812815394622,26.204285641932916,False
189,107.25720924197014,40.257209241970145,28.097159560256284,False
188,107.25720924197014,40.257209241970145,26.549953931572237,False
197,107.39005204973763,37.39005204973763,27.423811258978283,False
